Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203559.344361,618245634.179831,645284473.733691,761047198.029653,921063326.589918,919771228.816095,1024102880.05862,1082922724.87189,1281281276.72357,1361360293.42665,1455482795.40691,1584128509.46873,1849400401.64724,2508421426.17572,3070152309.21903,3893839190.26806,4662053824.83955,6265068189.37782,7900526298.31993,9142933966.79465,10175617609.0962,8432589942.39434,7567110848.92228,6838184772.52063,6841639246.8996,6977650643.99488,9158302099.57957,10087654464.8168,10255169805.7996,9757410644.6679,10795850582.779,10492628580.7484,11152971273.9383,11045760288.1206,8313557510.14757,11000146266.5135,18071152830.6101,18047558037.7036,19619654755.679,18870992455.568,16577533891.8785,16810537043.8407,18054383320.8474,21251754340.4305,23510575681.3686,24036918703.1747,25281413263.3712,28760090953.3081,34078240293.2559,33886813250.2036,34936307980.063,36693710801.3976,36302302877.2977,42760235484.6093,48843005613.7091,45815005169.2651,48407761036.8238,52512343996.69,58522477786.6889,60382894697.3557,63027852805.4204,72794636649.4342,70922824824.0069,79618056323.7639,86538413923.3943
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,3673666,3810151,3956939,4112061,4273952,4442377,4617519,4799744,4990021,5192221,5411567,5650868,5909716,6184944,6474057,6776297,7057958,7321950,7603130,7902267,8220714,8556596,8907936,9272744,9650516,10040483,10440917,10851475,11275189,11719771,12189778,12683870,13200310,13735951,14287201,14855565,15442312,16047170,16663948,17215935,17699004,18178913,18654771,19125542,19595000,20068458,20546802,21030558,21514439,21997940,22488065,22982000,23467078,23939775,24527395,25246342,25989405,26733372,27464173,28193009,28915449,29639736,30395002,31165654,31934230
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25650213279.6781,18760386774.7973,10621169290.9986,11259647874.4986,15062911616.8222,22772394546.6058,24150978346.5253,24175764812.1218,25890228429.7214,23777026779.3004,22134411297.473,23066883849.6467,26757722428.6781,35245317001.8224,41836292157.3335,45013119281.806,49590197656.5482,59298265769.9946,68478776205.9826,62321642125.1721,58981738868.753,62903737379.7834,57551963753.2104,59852401272.3204,59612144078.4133,51005200669.6941,52654855638.1057,56186190437.9959,61668130122.5878,61467582193.6824,57963370885.0798,69006802298.6956,71198635101.9514,84393795502.4421,92526176108.621
Croatia,HRV,"Population, total",SP.POP.TOTL,4140181,4167292,4196712,4225675,4252876,4280923,4310701,4338683,4365628,4391490,4412252,4431275,4450564,4470161,4490660,4512082,4535934,4559571,4581085,4594778,4599782,4611509,4634234,4658254,4680285,4701417,4721446,4739745,4755207,4767260,4777368,4689022,4575818,4600463,4652024,4620030,4557097,4534920,4532135,4512597,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4260368,4233922,4201598,4151725,4106867,4041407,3988775,3949390,3914206,3878981,3855641,3859686,3866300
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,5693005200,6914658400,8135150891.92025,9987709650.18094,11405957317.0732,13027415243.9024,13789579902.5579,14206158674.6988,17844705324.6753,19584443287.6712,19912889861.1111,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963,68990000000,73141000000,77148000000,80656100000,87132800000,91370407863.7,96850649691.7406,100050036096.123,103427600000,107351800000,..,..,..,..
Cuba,CUB,"Population, total",SP.POP.TOTL,7238081,7387117,7541098,7701660,7866020,8030797,8193450,8352625,8509522,8666640,8824382,8979085,9123891,9255328,9374183,9479726,9571242,9648440,9711980,9763355,9804796,9849320,9912681,9991026,10073299,10157228,10244247,10335342,10432585,10533243,10631799,10717640,10785801,10841031,10886021,10925362,10962010,10997934,11034712,11072230,11109109,11144132,11177418,11209383,11238756,11262554,11278550,11287272,11291762,11294719,11297409,11301571,11303175,11298167,11285775,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931,10979783
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2120511229.05028,2143450726.25698,2160784692.73743,2202117374.30168,2237160502.7933,2344637262.56983,2457581731.84358,2593831508.37989,2833476145.2514,2869153184.35754,2951342793.29609,2930092234.63687,3012836256.98324,3033568603.35196,3059406983.24022,3058779217.87709,3024690167.59777,3033433240.22346,3046364804.46927,3026124115.73275,2534327592.49914,2739594359.5908,3075180834.72417,3281419347.37053,..
Curacao,CUW,"Population, total",SP.POP.TOTL,124826,126125,128414,130860,133148,135266,136682,138140,140298,142581,144739,147389,147710,146912,148351,149129,149399,149459,148341,147851,148041,148629,150101,151159,151940,152711,152662,151456,149254,146937,145400,144403,143912,144299,144630,145139,146306,146956,144472,139428,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441,154947,152369,149996,155800,155900
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,489912574.305146,576090073.715036,734876021.128049,964024364.43274,1288699776.05059,2154311276.94859,2087496373.77964,2159242416.76942,2160364071.19021,2278248953.14058,2430411900.19194,3090734463.27684,3704813885.50548,4278792597.23965,4563482603.5503,5591130217.66965,5770197348.48485,6912150456.32334,6590291048.29211,7425703928.57143,9933137128.07244,10011914680.0502,9547816419.61231,10248618778.2805,10497907227.616,9985847313.85485,10397898907.1038,11420228846.1538,14547329558.3239,17320551250,18433412510.8817,20072754986.8272,23968727073.6381,27844646257.507,26048179949.1741,25799940077.6075,27641547909.7011,25047436974.6819,23959712860.8331,23225918259.9824,19909278416.8575,21046462280.5979,22946570628.7576,25754001367.5448,26196667099.5303,25555093854.2968,30372642502.4897,30935566076.6788,33886930712.3394,36333022329.4981
Cyprus,CYP,"Population, total",SP.POP.TOTL,586490,595514,601466,607252,612521,617736,623390,629251,635157,641189,647446,654050,661063,665937,663254,659405,662032,667101,672249,677549,683076,688893,696497,707225,719334,731277,743105,754785,766235,777420,788351,798944,810341,826034,844667,862695,880290,897568,914548,931234,947667,964127,981440,999590,1017875,1036151,1054418,1072714,1091026,1109371,1127816,1146493,1165397,1183895,1201801,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976,1358282
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41016881802.4843,30071014282.3218,35051065440.3962,41155654032.1751,48188478339.4129,60572381311.2283,67804105329.8557,62539765163.1302,67187217327.7326,65586562604.8621,62175642238.0847,68135304463.9641,82607869609.574,100435924704.881,120147899983.657,137264185596.1,156236258386.589,190040702286.917,236506264753.95,206971882704.716,211168667286.27,231429378717.312,210363223087.728,213024360541.119,210911285077.683,189107698561.919,198160659303.939,221563575696.217,251992360762.236,256794209028.77,251109660602.536,290972714482.313,301831228325.556,343206568134.637,345036675975.047
Czechia,CZE,"Population, total",SP.POP.TOTL,9602006,9586651,9624660,9670685,9727804,9779358,9821040,9852899,9876346,9896580,9858071,9826815,9867632,9922266,9988459,10058620,10125939,10186755,10242098,10292341,10304193,10300591,10314826,10323856,10330213,10337118,10342227,10347318,10355276,10361068,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,10882164
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6361166544.50349,7058361229.35415,7953274741.29303,8466044979.87996,9677401337.17309,10870670865.3211,11931740293.0378,13059064805.8774,13505574133.3333,15414902666.6667,17075457733.3333,19086192720.4664,23230667549.2496,30718181337.3006,34125712480.9267,40418967665.5877,44503607444.1687,49711709588.2196,60320089217.713,70393030602.547,70811287815.6106,61459941460.5385,60084214872.0657,60331158447.2389,58868891334.9941,62452421010.9094,87748695216.9077,109183446340.073,115540189705.118,112312200760.581,138217740684.484,139180507777.691,152966494259.538,143111306004.102,156017919221.457,184848481008.139,187481157845.724,173241365735.483,176877077513.133,177887720535.535,164043817223.59,164881594415.341,178788209558.311,218421193436.252,251986155630.852,265150087711.985,283386151543.687,320213157595.018,354979471960.142,322619152194.594,322345594075.47,344315595263.175,326792574244.963,344631016965.12,352832602064.452,301758922337.637,312181849372.233,331610593961.988,355293374912.393,345401473012.615,355631021931.621,408378204639.999,401945576107.963,407091920305.404,429457372071.869
Denmark,DNK,"Population, total",SP.POP.TOTL,4579603,4611687,4647727,4684483,4722072,4759012,4797381,4835354,4864883,4891860,4928757,4963126,4991596,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,5976992
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,340989527.967995,..,373371738.286415,395794538.630775,409220087.102818,452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2044440443.16654,2220637966.25047,2424391785.43897,2604955228.70117,2762581334.22612,2913464658.08768,3088851450.30694,3144136196.6228,3392796953.08939,3562814908.76149,3917150480.80981,4086402718.86834
Djibouti,DJI,"Population, total",SP.POP.TOTL,86024,89390,93283,97872,103198,109092,115269,121649,128250,136078,145175,155136,166256,178449,192613,209908,230737,254613,280031,304513,325815,343047,356880,369553,384053,402687,426341,454399,484523,523355,579538,631092,626010,614245,626710,633074,648348,671817,699352,724218,747318,771313,795574,813519,826124,839167,855764,874528,892734,911527,930251,948558,966747,984824,1002717,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,1168722
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45872947.4074074,57130215.5555556,55017758.8888889,72804653.3333333,82107391.1111111,89527576.6666667,98665191.4814815,109157070.740741,119491932.962963,135161958.518519,151868754.444444,171106184.074074,185137242.962963,201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,377462962.962963,375200000,373318518.518519,396711111.111111,391455555.555556,416674074.074074,444685185.185185,480003703.703704,515618518.518519,519859259.259259,532081481.481481,520355555.555556,545325925.925926,572255555.555555,583177777.777778,612711111.111111,563355555.555555,628244444.444444,644259259.259259,528944444.444444,562911111.111111,623062962.962963,659311111.111111,688881481.481481
Dominica,DMA,"Population, total",SP.POP.TOTL,59372,60209,60948,61739,62587,63505,64507,65585,66732,67934,68908,69532,70060,70585,71091,71570,72017,72406,72724,72959,73083,72986,72688,72365,72056,71744,71406,71023,70608,70153,69627,69296,69325,69433,69477,69469,69410,69299,69124,68870,68511,68288,68367,68531,68649,68734,68806,68847,68854,68864,68859,69053,69118,69715,70373,70410,69606,68496,68174,67880,67573,67202,66826,66510,66205
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044579979.23285,6122128557.57243,5827050753.25937,5374299981.49698,6686593059.93691,7073675544.79021,9824483339.94518,11605382504,13081042400,14644734599.4778,16637370839.1608,18241622547.5908,20017450041.3075,21672215546.7642,22136579396.9218,24305780628.6677,25601823687.5742,27137440786.2562,21403167848.1444,22322387382.494,35777560683.9366,37879830084.2627,43965458508.5056,48091433554.186,48223781476.8909,53801053352.5005,57948261615.957,60561635555.6383,62555417414.582,67014329099.5549,70966782572.4386,75552902635.7075,79070274743.1658,84994732049.3461,89146130744.723,78546672406.8291,94850719516.7127,113478087134.8,120456239153.739,124282245638.568
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,3268336,3373233,3479936,3588287,3698559,3808963,3921847,4038928,4157189,4277035,4399290,4524234,4651883,4782227,4914197,5046776,5180404,5315443,5451882,5589690,5729037,5868453,6007114,6147248,6289040,6430404,6571208,6712515,6855734,7002295,7151166,7299853,7447474,7594572,7741694,7888115,8032894,8174078,8310362,8446208,8584190,8720283,8852235,8980620,9104892,9225034,9341183,9455658,9573130,9695265,9820175,9945621,10070411,10193833,10315528,10434829,10551430,10666843,10782053,10894043,11008300,11123476,11230734,11331265,11427557
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,144570928956.34,157434744082.748,159279576287.343,175838996671.714,201676763987.725,218796645706.064,216722525473.293,228815076511.62,249450459912.43,278752037217.191,296701704113.249,319417972883.429,352500470978.396,451102947058.72,632456184321.232,677106305105.449,739743284441.083,827184679551.833,945430960015.816,1112690965896.55,1383191326611.02,1532324464301.65,1461183388235.62,1474623905126.34,1495593079357.68,1491430023239.75,1499003195182.05,1523076896647.68,1607581730226.44,1635308547393.47,1916618913194.03,2033050383400.93,2208785235302.11,2382686517167.09,2502641079284.5,2552118776600.63,2767853244614.38,2956193906615.57,2921390123249.61,3090597945128.49,3377884083963.95,3351422428182.59,3255298964184.05,3621766615108.89,4208504235790,4895917406969,5597875766985.71,6627227343207.44,7456893137377.44,7174570406361.96,8714218978329.98,9827387161912.76,10279191899797.6,10438033636609.8,10797621479002.5,10271831724034.8,10571969587055.3,11475929617611.4,11652111473280.5,11887904124496.5,11039712538107.1,12923331307987.7,14274765147164.7,15147839465127.3,16021674099781.5
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,968909356,994176841,1020130725,1046697479,1074021283,1101264258,1128474732,1156817324,1185936827,1215536741,1245960808,1276141826,1307009646,1339671375,1373219822,1407636737,1442753987,1478479688,1514572817,1552194676,1591961664,1634107159,1677532811,1721104015,1765269111,1810019176,1855391159,1901405537,1947928955,1994666990,2044241467,2092102478,2138854231,2184656122,2228719169,2273692181,2321284245,2369042441,2416119734,2462704115,2509431470,2556335424,2601917557,2647109296,2693184997,2738846905,2784726644,2830531957,2875943965,2921563644,2967104472,3013476947,3058869436,3103677284,3146800078,3190318707,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,157278222710.432,158513485673.287,162235847091.903,181059952883.138,207877684756.267,231386298101.98,258895697359.207,281346378582.729,310823822563.828,358404724563.101,412774343391.063,458696939639.66,570288727867.726,751719256657.678,867264391796.18,949128592113.462,1043973956519.22,1244070844178.51,1571452573884.37,1706613327126.53,1846328151574.07,2033634633670.35,1991960966442.79,2120131539727.3,2267936814703.49,2392105623418.54,3126130815329.75,3670133904438.74,4411497805839.23,4593335807218.53,4794174368941.01,5416552280111.98,5920970309237.21,6623367248829.02,7409372842749.19,8414268862609.13,8108820894913.77,7752556164289.13,6941298328584.25,7754954065704.13,8390400776264.31,7805815452189.22,7932744497165.01,8726853988151.13,9788604342687.1,10444725059782,11076471335442.9,12387594250632.3,14296876049479.9,14722165533582.7,17186395967351.8,19920538113453.8,21319769973614.6,21588573822278.5,22293948157836.7,22220470013499.6,23005487018716.5,24563743482148.7,26749413596913.5,27322078215458.3,27474338351594.1,31548481959790.6,31135994741903.4,31279384293039.7,31882663454356.9
