"Renewable energy share of electricity capacity and generation (%) by Region/country/area, Indicator and Year"

"Region/country/area","Indicator","Year",Renewable energy share of electricity capacity and generation (%)
"Peru","RE share of electricity generation (%)","2012",56.46
"Peru","RE share of electricity generation (%)","2013",53.45
"Peru","RE share of electricity generation (%)","2014",49.89
"Peru","RE share of electricity generation (%)","2015",52.55
"Peru","RE share of electricity generation (%)","2016",47.31
"Peru","RE share of electricity generation (%)","2017",58.95
"Peru","RE share of electricity generation (%)","2018",61.19
"Peru","RE share of electricity generation (%)","2019",60.78
"Peru","RE share of electricity generation (%)","2020",64.34
"Peru","RE share of electricity generation (%)","2021",61.65
"Peru","RE share of electricity generation (%)","2022",55.73
"Peru","RE share of electricity generation (%)","2023",53.26
"Peru","RE share of electricity generation (%)","2024",-
"Philippines (the)","RE share of electricity capacity (%)","2000",32.54
"Philippines (the)","RE share of electricity capacity (%)","2001",30.01
"Philippines (the)","RE share of electricity capacity (%)","2002",27.11
"Philippines (the)","RE share of electricity capacity (%)","2003",29.30
"Philippines (the)","RE share of electricity capacity (%)","2004",29.85
"Philippines (the)","RE share of electricity capacity (%)","2005",29.73
"Philippines (the)","RE share of electricity capacity (%)","2006",29.14
"Philippines (the)","RE share of electricity capacity (%)","2007",29.13
"Philippines (the)","RE share of electricity capacity (%)","2008",29.06
"Philippines (the)","RE share of electricity capacity (%)","2009",29.15
"Philippines (the)","RE share of electricity capacity (%)","2010",29.60
"Philippines (the)","RE share of electricity capacity (%)","2011",29.14
"Philippines (the)","RE share of electricity capacity (%)","2012",29.22
"Philippines (the)","RE share of electricity capacity (%)","2013",27.41
"Philippines (the)","RE share of electricity capacity (%)","2014",28.76
"Philippines (the)","RE share of electricity capacity (%)","2015",29.36
"Philippines (the)","RE share of electricity capacity (%)","2016",28.45
"Philippines (the)","RE share of electricity capacity (%)","2017",28.29
"Philippines (the)","RE share of electricity capacity (%)","2018",27.84
"Philippines (the)","RE share of electricity capacity (%)","2019",26.63
"Philippines (the)","RE share of electricity capacity (%)","2020",26.77
"Philippines (the)","RE share of electricity capacity (%)","2021",26.78
"Philippines (the)","RE share of electricity capacity (%)","2022",26.63
"Philippines (the)","RE share of electricity capacity (%)","2023",27.29
"Philippines (the)","RE share of electricity capacity (%)","2024",29.98
"Philippines (the)","RE share of electricity generation (%)","2000",41.88
"Philippines (the)","RE share of electricity generation (%)","2001",36.31
"Philippines (the)","RE share of electricity generation (%)","2002",34.67
"Philippines (the)","RE share of electricity generation (%)","2003",32.51
"Philippines (the)","RE share of electricity generation (%)","2004",32.10
"Philippines (the)","RE share of electricity generation (%)","2005",30.95
"Philippines (the)","RE share of electricity generation (%)","2006",34.56
"Philippines (the)","RE share of electricity generation (%)","2007",30.37
"Philippines (the)","RE share of electricity generation (%)","2008",33.63
"Philippines (the)","RE share of electricity generation (%)","2009",31.79
"Philippines (the)","RE share of electricity generation (%)","2010",25.66
"Philippines (the)","RE share of electricity generation (%)","2011",28.40
"Philippines (the)","RE share of electricity generation (%)","2012",28.03
"Philippines (the)","RE share of electricity generation (%)","2013",25.87
"Philippines (the)","RE share of electricity generation (%)","2014",24.84
"Philippines (the)","RE share of electricity generation (%)","2015",24.64
"Philippines (the)","RE share of electricity generation (%)","2016",23.49
"Philippines (the)","RE share of electricity generation (%)","2017",23.88
"Philippines (the)","RE share of electricity generation (%)","2018",22.73
"Philippines (the)","RE share of electricity generation (%)","2019",20.19
"Philippines (the)","RE share of electricity generation (%)","2020",20.63
"Philippines (the)","RE share of electricity generation (%)","2021",21.24
"Philippines (the)","RE share of electricity generation (%)","2022",21.42
"Philippines (the)","RE share of electricity generation (%)","2023",21.59
"Philippines (the)","RE share of electricity generation (%)","2024",-
"Poland","RE share of electricity capacity (%)","2000",2.74
"Poland","RE share of electricity capacity (%)","2001",2.98
"Poland","RE share of electricity capacity (%)","2002",2.93
"Poland","RE share of electricity capacity (%)","2003",2.98
"Poland","RE share of electricity capacity (%)","2004",3.02
"Poland","RE share of electricity capacity (%)","2005",3.38
"Poland","RE share of electricity capacity (%)","2006",3.57
"Poland","RE share of electricity capacity (%)","2007",4.00
"Poland","RE share of electricity capacity (%)","2008",4.73
"Poland","RE share of electricity capacity (%)","2009",5.30
"Poland","RE share of electricity capacity (%)","2010",6.53
"Poland","RE share of electricity capacity (%)","2011",8.74
"Poland","RE share of electricity capacity (%)","2012",11.60
"Poland","RE share of electricity capacity (%)","2013",14.28
"Poland","RE share of electricity capacity (%)","2014",15.66
"Poland","RE share of electricity capacity (%)","2015",18.52
"Poland","RE share of electricity capacity (%)","2016",20.66
"Poland","RE share of electricity capacity (%)","2017",18.61
"Poland","RE share of electricity capacity (%)","2018",19.23
"Poland","RE share of electricity capacity (%)","2019",21.47
"Poland","RE share of electricity capacity (%)","2020",24.62
"Poland","RE share of electricity capacity (%)","2021",30.72
"Poland","RE share of electricity capacity (%)","2022",39.13
"Poland","RE share of electricity capacity (%)","2023",45.60
"Poland","RE share of electricity capacity (%)","2024",49.25
"Poland","RE share of electricity generation (%)","2000",1.50
"Poland","RE share of electricity generation (%)","2001",1.79
"Poland","RE share of electricity generation (%)","2002",1.80
"Poland","RE share of electricity generation (%)","2003",1.39
"Poland","RE share of electricity generation (%)","2004",2.08
"Poland","RE share of electricity generation (%)","2005",2.45
"Poland","RE share of electricity generation (%)","2006",2.66
"Poland","RE share of electricity generation (%)","2007",3.44
"Poland","RE share of electricity generation (%)","2008",4.29
"Poland","RE share of electricity generation (%)","2009",5.76
"Poland","RE share of electricity generation (%)","2010",7.03
"Poland","RE share of electricity generation (%)","2011",8.12
"Poland","RE share of electricity generation (%)","2012",10.49
"Poland","RE share of electricity generation (%)","2013",10.42
"Poland","RE share of electricity generation (%)","2014",12.52
"Poland","RE share of electricity generation (%)","2015",13.82
"Poland","RE share of electricity generation (%)","2016",13.70
"Poland","RE share of electricity generation (%)","2017",14.17
"Poland","RE share of electricity generation (%)","2018",12.73
"Poland","RE share of electricity generation (%)","2019",15.54
"Poland","RE share of electricity generation (%)","2020",17.88
"Poland","RE share of electricity generation (%)","2021",17.03
"Poland","RE share of electricity generation (%)","2022",20.98
"Poland","RE share of electricity generation (%)","2023",27.41
"Poland","RE share of electricity generation (%)","2024",-
"Portugal","RE share of electricity capacity (%)","2000",44.78
"Portugal","RE share of electricity capacity (%)","2001",45.01
"Portugal","RE share of electricity capacity (%)","2002",45.01
"Portugal","RE share of electricity capacity (%)","2003",44.14
"Portugal","RE share of electricity capacity (%)","2004",44.64
"Portugal","RE share of electricity capacity (%)","2005",47.98
"Portugal","RE share of electricity capacity (%)","2006",49.06
"Portugal","RE share of electricity capacity (%)","2007",51.01
"Portugal","RE share of electricity capacity (%)","2008",52.92
"Portugal","RE share of electricity capacity (%)","2009",51.47
"Portugal","RE share of electricity capacity (%)","2010",50.74
"Portugal","RE share of electricity capacity (%)","2011",52.95
"Portugal","RE share of electricity capacity (%)","2012",55.48
"Portugal","RE share of electricity capacity (%)","2013",58.96
"Portugal","RE share of electricity capacity (%)","2014",60.52
"Portugal","RE share of electricity capacity (%)","2015",61.94
"Portugal","RE share of electricity capacity (%)","2016",64.12
"Portugal","RE share of electricity capacity (%)","2017",64.75
"Portugal","RE share of electricity capacity (%)","2018",65.00
"Portugal","RE share of electricity capacity (%)","2019",65.54
"Portugal","RE share of electricity capacity (%)","2020",65.75
"Portugal","RE share of electricity capacity (%)","2021",70.86
"Portugal","RE share of electricity capacity (%)","2022",75.92
"Portugal","RE share of electricity capacity (%)","2023",77.37
"Portugal","RE share of electricity capacity (%)","2024",79.13
"Portugal","RE share of electricity generation (%)","2000",29.40
"Portugal","RE share of electricity generation (%)","2001",33.85
"Portugal","RE share of electricity generation (%)","2002",21.11
"Portugal","RE share of electricity generation (%)","2003",37.78
"Portugal","RE share of electricity generation (%)","2004",27.30
"Portugal","RE share of electricity generation (%)","2005",17.73
"Portugal","RE share of electricity generation (%)","2006",32.06
"Portugal","RE share of electricity generation (%)","2007",34.32
"Portugal","RE share of electricity generation (%)","2008",31.85
"Portugal","RE share of electricity generation (%)","2009",36.43
"Portugal","RE share of electricity generation (%)","2010",52.42
"Portugal","RE share of electricity generation (%)","2011",45.97
"Portugal","RE share of electricity generation (%)","2012",41.56
"Portugal","RE share of electricity generation (%)","2013",57.04
"Portugal","RE share of electricity generation (%)","2014",59.77
"Portugal","RE share of electricity generation (%)","2015",46.49
"Portugal","RE share of electricity generation (%)","2016",53.56
"Portugal","RE share of electricity generation (%)","2017",37.98
"Portugal","RE share of electricity generation (%)","2018",49.30
"Portugal","RE share of electricity generation (%)","2019",51.56
"Portugal","RE share of electricity generation (%)","2020",56.71
"Portugal","RE share of electricity generation (%)","2021",61.87
"Portugal","RE share of electricity generation (%)","2022",56.56
"Portugal","RE share of electricity generation (%)","2023",70.05
"Portugal","RE share of electricity generation (%)","2024",-
"Puerto Rico","RE share of electricity capacity (%)","2000",2.24
"Puerto Rico","RE share of electricity capacity (%)","2001",2.03
"Puerto Rico","RE share of electricity capacity (%)","2002",2.03
"Puerto Rico","RE share of electricity capacity (%)","2003",2.03
"Puerto Rico","RE share of electricity capacity (%)","2004",2.02
"Puerto Rico","RE share of electricity capacity (%)","2005",2.02
"Puerto Rico","RE share of electricity capacity (%)","2006",2.02
"Puerto Rico","RE share of electricity capacity (%)","2007",2.02
"Puerto Rico","RE share of electricity capacity (%)","2008",2.02
"Puerto Rico","RE share of electricity capacity (%)","2009",1.89
"Puerto Rico","RE share of electricity capacity (%)","2010",1.91
"Puerto Rico","RE share of electricity capacity (%)","2011",2.16
"Puerto Rico","RE share of electricity capacity (%)","2012",4.36
"Puerto Rico","RE share of electricity capacity (%)","2013",4.89
"Puerto Rico","RE share of electricity capacity (%)","2014",4.98
"Puerto Rico","RE share of electricity capacity (%)","2015",7.16
"Puerto Rico","RE share of electricity capacity (%)","2016",7.76
"Puerto Rico","RE share of electricity capacity (%)","2017",8.71
"Puerto Rico","RE share of electricity capacity (%)","2018",8.75
"Puerto Rico","RE share of electricity capacity (%)","2019",9.03
"Puerto Rico","RE share of electricity capacity (%)","2020",9.73
"Puerto Rico","RE share of electricity capacity (%)","2021",11.28
"Puerto Rico","RE share of electricity capacity (%)","2022",13.31
"Puerto Rico","RE share of electricity capacity (%)","2023",17.13
"Puerto Rico","RE share of electricity capacity (%)","2024",16.55
"Puerto Rico","RE share of electricity generation (%)","2000",0.55
"Puerto Rico","RE share of electricity generation (%)","2001",0.54
"Puerto Rico","RE share of electricity generation (%)","2002",0.50
"Puerto Rico","RE share of electricity generation (%)","2003",0.50
"Puerto Rico","RE share of electricity generation (%)","2004",0.50
"Puerto Rico","RE share of electricity generation (%)","2005",0.56
"Puerto Rico","RE share of electricity generation (%)","2006",0.48
"Puerto Rico","RE share of electricity generation (%)","2007",0.49
"Puerto Rico","RE share of electricity generation (%)","2008",0.51
"Puerto Rico","RE share of electricity generation (%)","2009",0.52
"Puerto Rico","RE share of electricity generation (%)","2010",0.41
"Puerto Rico","RE share of electricity generation (%)","2011",0.72
"Puerto Rico","RE share of electricity generation (%)","2012",0.64
"Puerto Rico","RE share of electricity generation (%)","2013",1.60
"Puerto Rico","RE share of electricity generation (%)","2014",1.95
"Puerto Rico","RE share of electricity generation (%)","2015",2.47
"Puerto Rico","RE share of electricity generation (%)","2016",2.70
"Puerto Rico","RE share of electricity generation (%)","2017",3.36
"Puerto Rico","RE share of electricity generation (%)","2018",2.65
"Puerto Rico","RE share of electricity generation (%)","2019",3.73
"Puerto Rico","RE share of electricity generation (%)","2020",4.01
"Puerto Rico","RE share of electricity generation (%)","2021",4.58
"Puerto Rico","RE share of electricity generation (%)","2022",5.60
"Puerto Rico","RE share of electricity generation (%)","2023",6.76
"Puerto Rico","RE share of electricity generation (%)","2024",-
"Qatar","RE share of electricity capacity (%)","2000",-
"Qatar","RE share of electricity capacity (%)","2001",-
"Qatar","RE share of electricity capacity (%)","2002",-
"Qatar","RE share of electricity capacity (%)","2003",-
"Qatar","RE share of electricity capacity (%)","2004",-
"Qatar","RE share of electricity capacity (%)","2005",-
"Qatar","RE share of electricity capacity (%)","2006",-
"Qatar","RE share of electricity capacity (%)","2007",-
"Qatar","RE share of electricity capacity (%)","2008",-
"Qatar","RE share of electricity capacity (%)","2009",-
"Qatar","RE share of electricity capacity (%)","2010",-
"Qatar","RE share of electricity capacity (%)","2011",0.22
"Qatar","RE share of electricity capacity (%)","2012",0.22
"Qatar","RE share of electricity capacity (%)","2013",0.24
"Qatar","RE share of electricity capacity (%)","2014",0.26
"Qatar","RE share of electricity capacity (%)","2015",0.26
"Qatar","RE share of electricity capacity (%)","2016",0.28
"Qatar","RE share of electricity capacity (%)","2017",0.24
"Qatar","RE share of electricity capacity (%)","2018",0.23
"Qatar","RE share of electricity capacity (%)","2019",0.23
"Qatar","RE share of electricity capacity (%)","2020",0.23
"Qatar","RE share of electricity capacity (%)","2021",0.23
"Qatar","RE share of electricity capacity (%)","2022",7.22
"Qatar","RE share of electricity capacity (%)","2023",7.22
"Qatar","RE share of electricity capacity (%)","2024",13.83
"Qatar","RE share of electricity generation (%)","2000",-
"Qatar","RE share of electricity generation (%)","2001",-
"Qatar","RE share of electricity generation (%)","2002",-
"Qatar","RE share of electricity generation (%)","2003",-
"Qatar","RE share of electricity generation (%)","2004",-
"Qatar","RE share of electricity generation (%)","2005",-
"Qatar","RE share of electricity generation (%)","2006",-
"Qatar","RE share of electricity generation (%)","2007",-
"Qatar","RE share of electricity generation (%)","2008",-
"Qatar","RE share of electricity generation (%)","2009",-
"Qatar","RE share of electricity generation (%)","2010",-
"Qatar","RE share of electricity generation (%)","2011",0.03
"Qatar","RE share of electricity generation (%)","2012",0.03
"Qatar","RE share of electricity generation (%)","2013",0.23
"Qatar","RE share of electricity generation (%)","2014",0.28
"Qatar","RE share of electricity generation (%)","2015",0.30
"Qatar","RE share of electricity generation (%)","2016",0.31
"Qatar","RE share of electricity generation (%)","2017",0.30
"Qatar","RE share of electricity generation (%)","2018",0.30
"Qatar","RE share of electricity generation (%)","2019",0.25
"Qatar","RE share of electricity generation (%)","2020",0.29
"Qatar","RE share of electricity generation (%)","2021",0.27
"Qatar","RE share of electricity generation (%)","2022",1.33
"Qatar","RE share of electricity generation (%)","2023",3.57
"Qatar","RE share of electricity generation (%)","2024",-
"Réunion","RE share of electricity capacity (%)","2000",34.52
"Réunion","RE share of electricity capacity (%)","2001",34.52
"Réunion","RE share of electricity capacity (%)","2002",30.95
"Réunion","RE share of electricity capacity (%)","2003",30.95
"Réunion","RE share of electricity capacity (%)","2004",31.00
"Réunion","RE share of electricity capacity (%)","2005",31.54
"Réunion","RE share of electricity capacity (%)","2006",31.14
"Réunion","RE share of electricity capacity (%)","2007",31.63
"Réunion","RE share of electricity capacity (%)","2008",32.36
"Réunion","RE share of electricity capacity (%)","2009",34.15
"Réunion","RE share of electricity capacity (%)","2010",39.68
"Réunion","RE share of electricity capacity (%)","2011",43.03
"Réunion","RE share of electricity capacity (%)","2012",42.60
"Réunion","RE share of electricity capacity (%)","2013",40.17
"Réunion","RE share of electricity capacity (%)","2014",43.92
"Réunion","RE share of electricity capacity (%)","2015",45.31
"Réunion","RE share of electricity capacity (%)","2016",45.45
"Réunion","RE share of electricity capacity (%)","2017",45.55
"Réunion","RE share of electricity capacity (%)","2018",48.23
"Réunion","RE share of electricity capacity (%)","2019",48.72
"Réunion","RE share of electricity capacity (%)","2020",49.21
"Réunion","RE share of electricity capacity (%)","2021",50.20
"Réunion","RE share of electricity capacity (%)","2022",50.84
"Réunion","RE share of electricity capacity (%)","2023",61.04
"Réunion","RE share of electricity capacity (%)","2024",61.04
"Réunion","RE share of electricity generation (%)","2000",46.70
"Réunion","RE share of electricity generation (%)","2001",40.60
"Réunion","RE share of electricity generation (%)","2002",43.00
"Réunion","RE share of electricity generation (%)","2003",41.48
"Réunion","RE share of electricity generation (%)","2004",39.65
"Réunion","RE share of electricity generation (%)","2005",33.98
"Réunion","RE share of electricity generation (%)","2006",36.14
"Réunion","RE share of electricity generation (%)","2007",36.99
"Réunion","RE share of electricity generation (%)","2008",36.12
"Réunion","RE share of electricity generation (%)","2009",32.52
"Réunion","RE share of electricity generation (%)","2010",33.76
"Réunion","RE share of electricity generation (%)","2011",30.25
"Réunion","RE share of electricity generation (%)","2012",34.62
"Réunion","RE share of electricity generation (%)","2013",37.77
"Réunion","RE share of electricity generation (%)","2014",32.96
"Réunion","RE share of electricity generation (%)","2015",36.10
"Réunion","RE share of electricity generation (%)","2016",34.12
"Réunion","RE share of electricity generation (%)","2017",32.39
"Réunion","RE share of electricity generation (%)","2018",36.45
"Réunion","RE share of electricity generation (%)","2019",31.25
"Réunion","RE share of electricity generation (%)","2020",24.65
"Réunion","RE share of electricity generation (%)","2021",28.21
"Réunion","RE share of electricity generation (%)","2022",37.74
"Réunion","RE share of electricity generation (%)","2023",56.69
"Réunion","RE share of electricity generation (%)","2024",-
"Romania","RE share of electricity capacity (%)","2000",37.88
"Romania","RE share of electricity capacity (%)","2001",37.29
"Romania","RE share of electricity capacity (%)","2002",36.86
"Romania","RE share of electricity capacity (%)","2003",36.87
"Romania","RE share of electricity capacity (%)","2004",36.98
"Romania","RE share of electricity capacity (%)","2005",33.19
"Romania","RE share of electricity capacity (%)","2006",32.68
"Romania","RE share of electricity capacity (%)","2007",32.31
"Romania","RE share of electricity capacity (%)","2008",32.67
"Romania","RE share of electricity capacity (%)","2009",32.78
"Romania","RE share of electricity capacity (%)","2010",34.30
"Romania","RE share of electricity capacity (%)","2011",36.34
"Romania","RE share of electricity capacity (%)","2012",38.58
"Romania","RE share of electricity capacity (%)","2013",44.22
"Romania","RE share of electricity capacity (%)","2014",46.91
"Romania","RE share of electricity capacity (%)","2015",47.27
"Romania","RE share of electricity capacity (%)","2016",47.56
"Romania","RE share of electricity capacity (%)","2017",47.50
"Romania","RE share of electricity capacity (%)","2018",47.65
"Romania","RE share of electricity capacity (%)","2019",53.73
"Romania","RE share of electricity capacity (%)","2020",54.32
"Romania","RE share of electricity capacity (%)","2021",59.51
"Romania","RE share of electricity capacity (%)","2022",60.20
"Romania","RE share of electricity capacity (%)","2023",64.70
"Romania","RE share of electricity capacity (%)","2024",66.99
"Romania","RE share of electricity generation (%)","2000",28.66
"Romania","RE share of electricity generation (%)","2001",27.87
"Romania","RE share of electricity generation (%)","2002",29.49
"Romania","RE share of electricity generation (%)","2003",24.18
"Romania","RE share of electricity generation (%)","2004",29.23
"Romania","RE share of electricity generation (%)","2005",34.02
"Romania","RE share of electricity generation (%)","2006",29.28
"Romania","RE share of electricity generation (%)","2007",25.95
"Romania","RE share of electricity generation (%)","2008",26.52
"Romania","RE share of electricity generation (%)","2009",26.81
"Romania","RE share of electricity generation (%)","2010",33.29
"Romania","RE share of electricity generation (%)","2011",26.22
"Romania","RE share of electricity generation (%)","2012",25.28
"Romania","RE share of electricity generation (%)","2013",34.22
"Romania","RE share of electricity generation (%)","2014",41.30
"Romania","RE share of electricity generation (%)","2015",39.52
"Romania","RE share of electricity generation (%)","2016",41.43
"Romania","RE share of electricity generation (%)","2017",37.77
"Romania","RE share of electricity generation (%)","2018",40.38
"Romania","RE share of electricity generation (%)","2019",41.32
"Romania","RE share of electricity generation (%)","2020",43.99
"Romania","RE share of electricity generation (%)","2021",44.30
"Romania","RE share of electricity generation (%)","2022",42.16
"Romania","RE share of electricity generation (%)","2023",48.91
"Romania","RE share of electricity generation (%)","2024",-
"Russian Federation (the)","RE share of electricity capacity (%)","2000",20.86
"Russian Federation (the)","RE share of electricity capacity (%)","2001",20.85
"Russian Federation (the)","RE share of electricity capacity (%)","2002",20.91
"Russian Federation (the)","RE share of electricity capacity (%)","2003",20.99
"Russian Federation (the)","RE share of electricity capacity (%)","2004",21.10
"Russian Federation (the)","RE share of electricity capacity (%)","2005",21.02
"Russian Federation (the)","RE share of electricity capacity (%)","2006",20.93
"Russian Federation (the)","RE share of electricity capacity (%)","2007",21.02
"Russian Federation (the)","RE share of electricity capacity (%)","2008",21.03
"Russian Federation (the)","RE share of electricity capacity (%)","2009",21.11
"Russian Federation (the)","RE share of electricity capacity (%)","2010",21.39
"Russian Federation (the)","RE share of electricity capacity (%)","2011",21.41
"Russian Federation (the)","RE share of electricity capacity (%)","2012",21.27
"Russian Federation (the)","RE share of electricity capacity (%)","2013",21.00
"Russian Federation (the)","RE share of electricity capacity (%)","2014",20.18
"Russian Federation (the)","RE share of electricity capacity (%)","2015",20.03
"Russian Federation (the)","RE share of electricity capacity (%)","2016",20.06
"Russian Federation (the)","RE share of electricity capacity (%)","2017",19.74
"Russian Federation (the)","RE share of electricity capacity (%)","2018",19.78
"Russian Federation (the)","RE share of electricity capacity (%)","2019",20.46
"Russian Federation (the)","RE share of electricity capacity (%)","2020",20.97
"Russian Federation (the)","RE share of electricity capacity (%)","2021",21.44
"Russian Federation (the)","RE share of electricity capacity (%)","2022",21.61
"Russian Federation (the)","RE share of electricity capacity (%)","2023",22.37
"Russian Federation (the)","RE share of electricity capacity (%)","2024",22.72
"Russian Federation (the)","RE share of electricity generation (%)","2000",17.83
"Russian Federation (the)","RE share of electricity generation (%)","2001",18.65
"Russian Federation (the)","RE share of electricity generation (%)","2002",17.36
"Russian Federation (the)","RE share of electricity generation (%)","2003",16.37
"Russian Federation (the)","RE share of electricity generation (%)","2004",18.19
"Russian Federation (the)","RE share of electricity generation (%)","2005",17.47
"Russian Federation (the)","RE share of electricity generation (%)","2006",16.81
"Russian Federation (the)","RE share of electricity generation (%)","2007",16.86
"Russian Federation (the)","RE share of electricity generation (%)","2008",15.29
"Russian Federation (the)","RE share of electricity generation (%)","2009",16.91
"Russian Federation (the)","RE share of electricity generation (%)","2010",15.48
"Russian Federation (the)","RE share of electricity generation (%)","2011",15.19
"Russian Federation (the)","RE share of electricity generation (%)","2012",14.88
"Russian Federation (the)","RE share of electricity generation (%)","2013",16.39
"Russian Federation (the)","RE share of electricity generation (%)","2014",16.52
"Russian Federation (the)","RE share of electricity generation (%)","2015",15.79
"Russian Federation (the)","RE share of electricity generation (%)","2016",16.98
"Russian Federation (the)","RE share of electricity generation (%)","2017",16.99
"Russian Federation (the)","RE share of electricity generation (%)","2018",18.46
"Russian Federation (the)","RE share of electricity generation (%)","2019",18.80
"Russian Federation (the)","RE share of electricity generation (%)","2020",21.20
"Russian Federation (the)","RE share of electricity generation (%)","2021",21.57
"Russian Federation (the)","RE share of electricity generation (%)","2022",17.92
"Russian Federation (the)","RE share of electricity generation (%)","2023",18.62
"Russian Federation (the)","RE share of electricity generation (%)","2024",-
"Rwanda","RE share of electricity capacity (%)","2000",93.96
"Rwanda","RE share of electricity capacity (%)","2001",93.96
"Rwanda","RE share of electricity capacity (%)","2002",93.96
"Rwanda","RE share of electricity capacity (%)","2003",93.96
"Rwanda","RE share of electricity capacity (%)","2004",93.96
"Rwanda","RE share of electricity capacity (%)","2005",73.08
"Rwanda","RE share of electricity capacity (%)","2006",57.53
"Rwanda","RE share of electricity capacity (%)","2007",57.68
"Rwanda","RE share of electricity capacity (%)","2008",57.68
"Rwanda","RE share of electricity capacity (%)","2009",43.33
"Rwanda","RE share of electricity capacity (%)","2010",48.48
"Rwanda","RE share of electricity capacity (%)","2011",51.03
"Rwanda","RE share of electricity capacity (%)","2012",51.50
"Rwanda","RE share of electricity capacity (%)","2013",53.20
"Rwanda","RE share of electricity capacity (%)","2014",58.77
"Rwanda","RE share of electricity capacity (%)","2015",51.49
"Rwanda","RE share of electricity capacity (%)","2016",49.18
"Rwanda","RE share of electricity capacity (%)","2017",50.23
"Rwanda","RE share of electricity capacity (%)","2018",50.60
"Rwanda","RE share of electricity capacity (%)","2019",53.50
"Rwanda","RE share of electricity capacity (%)","2020",55.57
"Rwanda","RE share of electricity capacity (%)","2021",55.81
"Rwanda","RE share of electricity capacity (%)","2022",50.29
"Rwanda","RE share of electricity capacity (%)","2023",50.47
"Rwanda","RE share of electricity capacity (%)","2024",45.96
"Rwanda","RE share of electricity generation (%)","2000",100.00
"Rwanda","RE share of electricity generation (%)","2001",100.00
"Rwanda","RE share of electricity generation (%)","2002",100.00
"Rwanda","RE share of electricity generation (%)","2003",100.00
"Rwanda","RE share of electricity generation (%)","2004",100.00
"Rwanda","RE share of electricity generation (%)","2005",43.53
"Rwanda","RE share of electricity generation (%)","2006",71.89
"Rwanda","RE share of electricity generation (%)","2007",50.27
"Rwanda","RE share of electricity generation (%)","2008",56.44
"Rwanda","RE share of electricity generation (%)","2009",52.25
"Rwanda","RE share of electricity generation (%)","2010",53.44
"Rwanda","RE share of electricity generation (%)","2011",53.50
"Rwanda","RE share of electricity generation (%)","2012",56.40
"Rwanda","RE share of electricity generation (%)","2013",48.27
"Rwanda","RE share of electricity generation (%)","2014",53.22
"Rwanda","RE share of electricity generation (%)","2015",60.50
"Rwanda","RE share of electricity generation (%)","2016",48.76
"Rwanda","RE share of electricity generation (%)","2017",47.72
"Rwanda","RE share of electricity generation (%)","2018",47.75
"Rwanda","RE share of electricity generation (%)","2019",51.64
"Rwanda","RE share of electricity generation (%)","2020",60.43
"Rwanda","RE share of electricity generation (%)","2021",58.16
"Rwanda","RE share of electricity generation (%)","2022",52.76
"Rwanda","RE share of electricity generation (%)","2023",52.77
"Rwanda","RE share of electricity generation (%)","2024",-
"Samoa","RE share of electricity capacity (%)","2000",31.09
"Samoa","RE share of electricity capacity (%)","2001",31.09
"Samoa","RE share of electricity capacity (%)","2002",31.09
"Samoa","RE share of electricity capacity (%)","2003",31.09
"Samoa","RE share of electricity capacity (%)","2004",31.09
"Samoa","RE share of electricity capacity (%)","2005",31.11
"Samoa","RE share of electricity capacity (%)","2006",25.63
"Samoa","RE share of electricity capacity (%)","2007",25.67
"Samoa","RE share of electricity capacity (%)","2008",25.67
"Samoa","RE share of electricity capacity (%)","2009",25.67
"Samoa","RE share of electricity capacity (%)","2010",32.14
"Samoa","RE share of electricity capacity (%)","2011",31.20
"Samoa","RE share of electricity capacity (%)","2012",31.77
"Samoa","RE share of electricity capacity (%)","2013",12.82
"Samoa","RE share of electricity capacity (%)","2014",17.94
"Samoa","RE share of electricity capacity (%)","2015",21.60
"Samoa","RE share of electricity capacity (%)","2016",28.76
"Samoa","RE share of electricity capacity (%)","2017",33.47
"Samoa","RE share of electricity capacity (%)","2018",35.43
"Samoa","RE share of electricity capacity (%)","2019",38.37
"Samoa","RE share of electricity capacity (%)","2020",38.95
"Samoa","RE share of electricity capacity (%)","2021",38.95
"Samoa","RE share of electricity capacity (%)","2022",40.80
"Samoa","RE share of electricity capacity (%)","2023",40.79
"Samoa","RE share of electricity capacity (%)","2024",40.79
"Samoa","RE share of electricity generation (%)","2000",54.03
"Samoa","RE share of electricity generation (%)","2001",52.41
"Samoa","RE share of electricity generation (%)","2002",50.43
"Samoa","RE share of electricity generation (%)","2003",47.94
"Samoa","RE share of electricity generation (%)","2004",50.29
"Samoa","RE share of electricity generation (%)","2005",50.03
"Samoa","RE share of electricity generation (%)","2006",44.92
"Samoa","RE share of electricity generation (%)","2007",43.34
"Samoa","RE share of electricity generation (%)","2008",40.98
"Samoa","RE share of electricity generation (%)","2009",41.01
"Samoa","RE share of electricity generation (%)","2010",36.25
"Samoa","RE share of electricity generation (%)","2011",28.32
"Samoa","RE share of electricity generation (%)","2012",31.03
"Samoa","RE share of electricity generation (%)","2013",27.01
"Samoa","RE share of electricity generation (%)","2014",25.92
"Samoa","RE share of electricity generation (%)","2015",29.75
"Samoa","RE share of electricity generation (%)","2016",31.39
"Samoa","RE share of electricity generation (%)","2017",36.06
"Samoa","RE share of electricity generation (%)","2018",42.61
"Samoa","RE share of electricity generation (%)","2019",40.59
"Samoa","RE share of electricity generation (%)","2020",45.86
